﻿Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;point_geographique
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22100;PLONEOUR LANVERN/22100;7 RUE GUY MOQUET;PLONEOUR-LANVERN;29720;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.902451, -4.286489
CE;14445;CE BRETAGNE-PAYS DE LOIRE;208;NANTES LONGCHAMP/00208;103 BOULEVARD ROBERT SCHUMAN;NANTES;44300;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};GDM;Disponible;47.238221, -1.570327
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22223;PACE/22223;BOULEVARD DE LA GIRAUDAISCENTRE COMMERCIAL OPERA;PACE;35740;Dans la rue;TLJ {00:00-23:59};GDM;Disponible;
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22079;QUIMPER MADEC/22079;8 RUE RENE MADEC;QUIMPER;29000;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};GDM;Service dégradé;47.994613, -4.106081
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22226;CESSON SEVIGNE/22226;2 RUE SAINT MARTIN;CESSON-SEVIGNE;35510;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.117858, -1.605415
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22208;SAINT GREGOIRE/22208;CENTRE COMMERCIALLA FORGE;SAINT-GREGOIRE;35760;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;48.151433, -1.687928
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22229;CHATEAUGIRON/22229;7 PLACE DES GATES;CHATEAUGIRON;35410;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.046903, -1.502411
CE;14445;CE BRETAGNE-PAYS DE LOIRE;293;BRISSAC QUINCE/00293;4 PLACE JEAN DUPE;BRISSAC-QUINCE;49320;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.355673, -0.448831
CE;14445;CE BRETAGNE-PAYS DE LOIRE;483;LES HERBIERS/00483;7B RUE DU TOURNIQUET;LES HERBIERS;85500;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.868886, -1.013039
CE;14445;CE BRETAGNE-PAYS DE LOIRE;630;CONNERRE/00630;2 PLACE ALBERT LHUISSIER;CONNERRE;72160;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.05988, 0.492052
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22232;MONTAUBAN/22232;22 RUE CHARLES DE GAULLE;MONTAUBAN;35360;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.199952, -2.047305
CE;14445;CE BRETAGNE-PAYS DE LOIRE;213;LA CHAPELLE SUR ERDRE/00213;4 RUE MARTIN LUTHERUE KING;LA CHAPELLE-SUR-ERDRE;44240;Dans la rue;TLJ {00:00-23:59};GDM;Disponible;47.298804, -1.550582
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22238;GUICHEN/22238;8 RUE DU 11 NOVEMBRE;GUICHEN;35580;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.967369, -1.795614
CE;14445;CE BRETAGNE-PAYS DE LOIRE;445;SAINT CALAIS/00445;3 RUE CHARLES GARNIER;SAINT-CALAIS;72120;Dans la rue;TLJ {00:00-23:59};GDM;Disponible;47.920659, 0.742917
CE;14445;CE BRETAGNE-PAYS DE LOIRE;266;DOUE LA FONTAINE/00266;15 PLACE JEAN BEGAULT;DOUE-LA-FONTAINE;49700;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.193818, -0.275706
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22263;SAINT AUBIN DU CORMIER/22263;RUE DE LA LIBERATION;SAINT-AUBIN-DU-CORMIER;35140;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.260852, -1.399564
CE;14445;CE BRETAGNE-PAYS DE LOIRE;113;PORNIC/00113;5 PLACE DE LA GARE;PORNIC;44210;Dans la rue;TLJ {00:00-23:59};GDM;Disponible;47.114348, -2.098377
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22302;LORIENT KERYADO/22302;137 RUE DE BELGIQUE;LORIENT;56100;Dans la rue;TLJ {00:00-23:59};GDM;Service dégradé;47.760785, -3.384961
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22325;LANESTER MARCEL SEMBAT/22325;76 RUE MARCEL SEMBAT;LANESTER;56600;Dans la rue;TLJ {00:00-23:59};GDM;Disponible;47.765681, -3.345189
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22354;VANNES MENIMUR/22354;5 AVENUE PAUL CEZANNE;VANNES;56000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.671861, -2.766541
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22358;ST AVE/22358;16 RUE DUGUESCLIN;SAINT-AVE;56890;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};GAB;Service dégradé;47.689001, -2.735731
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22368;QUESTEMBERT/22368;2 RUE GEORGES CADOUDAL;QUESTEMBERT;56230;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.659737, -2.452702
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22307;CLEGUEREC/22307;10 RUE DU STADE;CLEGUEREC;56480;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.125522, -3.071183
CE;14445;CE BRETAGNE-PAYS DE LOIRE;22365;LANDEVANT/22365;3 PLACE GEORGES CADOUDAL;LANDEVANT;56690;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.763489, -3.119764
CE;14445;CE BRETAGNE-PAYS DE LOIRE;354;CHOLET RICHARDIERES/00354;2 SQUARE LITTRE;CHOLET;49300;Dans la rue;TLJ {00:00-23:59};GDM;Disponible;47.043266, -0.880589
CE;14445;CE BRETAGNE-PAYS DE LOIRE;268;ALLONNES 49/00268;157 RUE ALBERT POTTIER;ALLONNES;49650;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.293331, 0.022944
CE;14445;CE BRETAGNE-PAYS DE LOIRE;584;LE MANS MOZART/00584;1 AVENUE MOZART;LE MANS;72100;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};GAB;Hors service;47.971164, 0.210205
CE;14445;CE BRETAGNE-PAYS DE LOIRE;586;PARIGNE L'EVEQUE/00586;13 RUE DOCTEURUE GALLOUEDEC;PARIGNE-L'EVEQUE;72250;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.936408, 0.3649
CE;14445;CE BRETAGNE-PAYS DE LOIRE;215;SUCE SUR ERDRE/00215;22 AVENUE DE L EUROPECENTRE COMMERCIAL LA CHAUSSEE;SUCE-SUR-ERDRE;44240;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.344799, -1.530589
CE;14445;CE BRETAGNE-PAYS DE LOIRE;154;NANTES DALBY/00154;72 BOULEVARD DALBY;NANTES;44000;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};GDM;Disponible;47.223628, -1.530271
CE;14445;CE BRETAGNE-PAYS DE LOIRE;523;FONTENAY LE COMTE/00523;36 RUE DE LA REPUBLIQUE;FONTENAY-LE-COMTE;85200;Interne;Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15};GDM;Disponible;46.465064, -0.803135
BP;16807;BP AUVERGNE RHONE ALPES;334;AURILLAC MARMIERS/00334;100 RUE LEON BLUM;AURILLAC;15003;SAS;TLJ {06:00-22:00};GAB;Disponible;
BP;13507;BP DU NORD;128;ABBEVILLE/00128;11 RUE DES LINGERS;ABBEVILLE;80100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.106848, 1.834399
BP;13507;BP DU NORD;55;AIRE SUR LA LYS/00055;7 GRAND PLACE;AIRE SUR LA LYS;62120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.638072, 2.395304
BP;13507;BP DU NORD;115;ARRAS - GAMBETTA/00115;31 RUE GAMBETTA;ARRAS;62000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.289061, 2.775654
BP;13507;BP DU NORD;166;AVION/00166;108 BOULEVARD GABRIEL PERI;AVION;62210;Interne;Mar et Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00} Sam {09:00-12:15};GAB;Disponible;50.410055, 2.829787
BP;13507;BP DU NORD;14;BONDUES/00014;494 AVENUE DU GENERAL DE GAULLE;BONDUES;59910;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.693809, 3.08939
BP;13507;BP DU NORD;27;BOVES CITE DES METIERS/00027;BOULEVARD MICHEL STROGOFF;BOVES;80440;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;49.866106, 2.367829
BP;13507;BP DU NORD;146;CALAIS - LA FAYETTE/00146;2 BOULEVARD LA FAYETTE;CALAIS;62100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.947539, 1.854265
BP;13507;BP DU NORD;130;CAUDRY/00130;11 PLACE DU GENERAL DE GAULLE;CAUDRY;59540;Dans la rue;TLJ {00:00-23:59};GAB;Service dégradé;50.124389, 3.410941
BP;13507;BP DU NORD;66;CHAUNY/00066;7 RUE DE LA REPUBLIQUE;CHAUNY;2300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;13507;BP DU NORD;137;DOUAI/00137;235 RUE DU CANTELEU;DOUAI;59500;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.36847, 3.085187
BP;13507;BP DU NORD;171;DOUAI S.LANOY/00171;52 PLACE SUZANNE LANOY;DOUAI;59500;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.368742, 3.078701
BP;13507;BP DU NORD;45;ROSENDAEL/00045;4-6 RUE PAUL MACHY;ROSENDAEL;59240;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;13507;BP DU NORD;33;ETAPLES CREDIT MARITIME/00033;5 BOULEVARD DE L'IMPERATRICE;ETAPLES;62630;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;50.51419, 1.635872
BP;13507;BP DU NORD;21;GRAVELINES/00021;1 PLACE ALBERT DENVERS;GRAVELINES;59820;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.986931, 2.12596
BP;13507;BP DU NORD;124;HALLUIN/00124;103 BIS RUE DE LILLE;HALLUIN;59250;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.782081, 3.125995
BP;13507;BP DU NORD;6;HAUBOURDIN/00006;11 BIS RUE SADI CARNOT;HAUBOURDIN;59320;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.610782, 2.982663
BP;13507;BP DU NORD;183;HAZEBROUCK/00183;63 PLACE DU GENERAL DE GAULLE;HAZEBROUCK;59190;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.722098, 2.535866
BP;13507;BP DU NORD;110;LAMBERSART/00110;344 AVENUE DE DUNKERQUE;LAMBERSART;59130;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.639391, 3.020455
BP;13507;BP DU NORD;46;LAMBERSART BOURG/00046;83 RUE DU BOURG;LAMBERSART;59130;Interne;Mar et Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-00:00} Sam {09:00-12:15};GAB;Disponible;50.652539, 3.030524
BP;13507;BP DU NORD;180;LANNOY/00180;RUE JULES GUESDE;LANNOY;59390;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.668146, 3.211719
BP;13507;BP DU NORD;116;LAON/00116;3 RUE ROGERUE SALENGRO;LAON;2000;Interne;Mar et Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00} Sam {09:00-12:15};GAB;Disponible;
BP;13507;BP DU NORD;122;LILLE - FAIDHERBE/00122;29 RUE FAIDHERBE;LILLE;59800;Interne;;DRM;Disponible;50.637053, 3.066823
BP;13507;BP DU NORD;139;LILLE - FG D'ARRAS/00139;12 A 22 RUE DU FG D'ARRAS;LILLE;59000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.613571, 3.06238
BP;13507;BP DU NORD;114;LILLE - LECLERC/00114;16 PLACE DU MAL LECLERC;LILLE;59800;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.628842, 3.042246
BP;13507;BP DU NORD;100;LILLE - REPUBLIQUE/00100;9 11 PLACE RICHEBE;LILLE;59800;Interne;Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00};GAB;Disponible;50.631931, 3.062476
BP;13507;BP DU NORD;10;LINSELLES/00010;9 PLACE DE LA VICTOIRE;LINSELLES;59126;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.737098, 3.077514
BP;13507;BP DU NORD;158;MALO-LES-BAINS/00158;30 AVENUE FAIDHERBE;DUNKERQUE;59240;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;51.046919, 2.392771
BP;13507;BP DU NORD;118;MARCQ CROISE/00118;1027 TERUE  AV. DE LA REPUBLIQUE;MARCQ EN BAROEUL;59700;Interne;Mar et Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 15:00-18:00} Sam {09:00-12:15};GAB;Disponible;50.664465, 3.100761
BP;13507;BP DU NORD;103;MAUBEUGE NATIONS/00103;1 AVENUE ALBERT 1ER;MAUBEUGE;59600;Interne;Mar au Ven {08:30-18:30} Sam {08:30-12:30};GAB;Disponible;50.278996, 3.97368
BP;13507;BP DU NORD;4;ORCHIES/00004;4 RUE DE L'EGLISE;ORCHIES;59310;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.474684, 3.243652
BP;13507;BP DU NORD;57;PERENCHIES/00057;1 RUE DE LA PREVOTE;PERENCHIES;59840;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.668611, 2.972845
BP;13507;BP DU NORD;107;RETHEL/00107;35 RUE GAMBETTA;RETHEL;8300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;13507;BP DU NORD;138;ROUBAIX EPEULE/00138;118 RUE DE L'EPEULE;ROUBAIX;59100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.68939, 3.160131
BP;13507;BP DU NORD;22;SAINT SAULVE/00022;137 RUE JEAN JAURES;SAINT SAULVE;59880;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.369477, 3.552353
BP;13507;BP DU NORD;181;SECLIN/00181;ROND POINT NORDROUTE DE LILLE;SECLIN;59113;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;13507;BP DU NORD;144;SEDAN/00144;6 PLACE GOULDEN;SEDAN;8200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
BP;13507;BP DU NORD;16;SOMAIN/00016;14 A PLACE JEAN JAURES;SOMAIN;59490;Interne;Mar et Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00} Sam {09:00-12:15};GAB;Disponible;50.358745, 3.281818
BP;13507;BP DU NORD;174;SAINT AMAND/00174;21-25, RUE D'ORCHIES;SAINT AMAND LES EAUX;59230;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.44744, 3.426674
BP;13507;BP DU NORD;42;TOURCOING GAMBETTA/00042;182 BOULEVARD GAMBETTA;TOURCOING;59200;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.709927, 3.159316
BP;13507;BP DU NORD;53;VILLENEUVE D'ASCQ COUSINERIE/00053;26 CHEMIN DES CRIEURS;VILLENEUVE D'ASCQ;59650;Dans la rue;TLJ {00:00-23:59};GAB;Service dégradé;50.641157, 3.153593
BP;13507;BP DU NORD;43;WATTIGNIES/00043;77 RUE DU GENERAL DE GAULLE;WATTIGNIES;59139;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.583032, 3.051075
BP;13507;BP DU NORD;48;BERGUES/00048;18 PLACE DE LA REPUBLIQUE;BERGUES;59380;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.968341, 2.433691
BP;13507;BP DU NORD;133;DENAIN/00133;97 RUE DE VILLARS;DENAIN;59220;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.32685, 3.392187
BP;13507;BP DU NORD;59;ESTAIRES/00059;34 RUE DU GENERAL DE GAULLE;ESTAIRES;59940;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.644136, 2.723675
BP;13507;BP DU NORD;178;VALENCIENNES TERTIALES/00178;4 BIS, RUE DES CENT TETES;VALENCIENNES;59300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.364029, 3.529679
BP;16807;BP AUVERGNE RHONE ALPES;305;COUBERTIN/00305;13 PLACE PIERRE DE COUBERTIN;CLERMONT-FERRAND;63000;SAS;TLJ {06:00-23:00};DRM;Disponible;45.769041, 3.083513
CE;16275;CE HAUTS DE FRANCE;59803;WATTRELOS CENTRE/59803;RUE JEAN JAURES;WATTRELOS;59150;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.70232, 3.217467
CE;16275;CE HAUTS DE FRANCE;59821;ROUBAIX FRATERNITE/59821;458 RUE DE LANNOY;ROUBAIX;59100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.681043, 3.194792
CE;16275;CE HAUTS DE FRANCE;59821;ROUBAIX FRATERNITE/59821;458 RUE DE LANNOY;ROUBAIX;59100;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.681043, 3.194792
CE;16275;CE HAUTS DE FRANCE;59441;WATTEN/59441;10 RUE DE ALLIES;WATTEN;59143;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.832499, 2.212079
CE;16275;CE HAUTS DE FRANCE;59619;LAMBERSART BOURG/59619;103 RUE DU BOURG;LAMBERSART;59130;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.65263, 3.026205
CE;16275;CE HAUTS DE FRANCE;59440;BOURBOURG/59440;7 PLACE DU GENERAL DE GAULLE;BOURBOURG;59630;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.946755, 2.194899
CE;16275;CE HAUTS DE FRANCE;59410;DUNKERQUE CENTRE/59410;PLACE DE LA REPUBLIQUE;DUNKERQUE;59140;Interne;Mar au Ven {09:15-18:00} Sam {09:15-12:30};GDV;Disponible;51.032209, 2.375574
CE;16275;CE HAUTS DE FRANCE;59410;DUNKERQUE CENTRE/59410;PLACE DE LA REPUBLIQUE;DUNKERQUE;59140;Interne;Mar au Ven {09:15-18:00} Sam {09:15-12:30};DVV;Disponible;51.032209, 2.375574
CE;16275;CE HAUTS DE FRANCE;59826;ROUBAIX PUGET/59826;112 BOULEVARD DE FOURMIES;ROUBAIX;59100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.675154, 3.182235
CE;16275;CE HAUTS DE FRANCE;59618;MARCQ BOURG/59618;137 AVENUE DU MARECHAL FOCH;MARCQ-EN-BAROEUL;59700;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.671649, 3.09747
CE;16275;CE HAUTS DE FRANCE;59570;LA BASSEE/59570;5 RUE PAULINE HOUDOYE;LA BASSEE;59480;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.530712, 2.803261
CE;16275;CE HAUTS DE FRANCE;59633;CYSOING/59633;23 PLACE DE LA REPUBLIQUE;CYSOING;59830;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GAB;Disponible;50.567685, 3.215748
CE;16275;CE HAUTS DE FRANCE;59413;ROSENDAEL/59413;1344 AVENUE DE ROSENDAEL;DUNKERQUE;59240;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;51.047962, 2.402145
CE;16275;CE HAUTS DE FRANCE;59450;GRAVELINES/59450;5 RUE PASTEUR;GRAVELINES;59280;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.685841, 2.894532
CE;16275;CE HAUTS DE FRANCE;59613;LILLE GAMBETTA/59613;262 RUE LEON GAMBETTA;LILLE;59000;Interne;TLJ {00:00-23:59};GAB;Hors service;50.628255, 3.051497
CE;16275;CE HAUTS DE FRANCE;59414;SAINT POL SUR MER/59414;259 ET 261 RUE DE LA REPUBLIQUE SAINT PO;DUNKERQUE;59430;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};DVV;Disponible;
CE;16275;CE HAUTS DE FRANCE;59414;SAINT POL SUR MER/59414;259 ET 261 RUE DE LA REPUBLIQUE SAINT PO;DUNKERQUE;59430;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;
CE;16275;CE HAUTS DE FRANCE;59602;LILLE BETTIGNIES/59602;35B PLACE LOUISE DE BETTIGNIES;LILLE;59800;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.640977, 3.064855
CE;16275;CE HAUTS DE FRANCE;59954;BONDUES/59954;22B RUE DU BOSQUIEL;BONDUES;59910;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.702135, 3.093456
CE;16275;CE HAUTS DE FRANCE;59620;LOOS LEZ LILLE/59620;146 RUE DU MARECHAL FOCH;LOOS;59120;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.614583, 3.01263
CE;16275;CE HAUTS DE FRANCE;59050;ANICHE/59050;62 RUE HENRI BARBUSSE;ANICHE;59580;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.333313, 3.248737
CE;16275;CE HAUTS DE FRANCE;59032;CAUDRY/59032;29 RUE ROGERUE SALENGRO;CAUDRY;59540;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.123555, 3.408709
CE;16275;CE HAUTS DE FRANCE;59031;CAMBRAI RATELOTS/59031;15 RUE DES RATELOTS;CAMBRAI;59404;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
CE;16275;CE HAUTS DE FRANCE;59012;DENAIN/59012;33 RUE LAZARE BERNARD;DENAIN;59220;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.327559, 3.38946
CE;16275;CE HAUTS DE FRANCE;59012;DENAIN/59012;33 RUE LAZARE BERNARD;DENAIN;59220;SAS;TLJ {06:00-23:00};GDV;Disponible;50.327559, 3.38946
CE;16275;CE HAUTS DE FRANCE;59035;VALENCIENNES CLEMENCEAU/59035;31 AVENUE GEORGES CLEMENCEAU;VALENCIENNES;59300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.360806, 3.520321
CE;16275;CE HAUTS DE FRANCE;59035;VALENCIENNES CLEMENCEAU/59035;31 AVENUE GEORGES CLEMENCEAU;VALENCIENNES;59300;Interne;Mar au Ven {09:15-18:00} Sam {09:15-12:30};GDV;Disponible;50.360806, 3.520321
CE;16275;CE HAUTS DE FRANCE;59082;HAUTMONT/59082;22 PLACE DU GENERAL DE GAULLE;HAUTMONT;59330;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.250593, 3.920895
CE;16275;CE HAUTS DE FRANCE;59069;AULNOYE AYMERIES/59069;48 RUE DE L HOTEL DE VILLE;AULNOYE-AYMERIES;59620;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GAB;Disponible;50.19908, 3.838183
CE;16275;CE HAUTS DE FRANCE;59010;SAINT AMAND LES EAUX/59010;37 RUE D ORCHIES;SAINT-AMAND-LES-EAUX;59230;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.447075, 3.42598
CE;16275;CE HAUTS DE FRANCE;59011;CONDE SUR ESCAUT/59011;29 GRAND PLACE;CONDE-SUR-L'ESCAUT;59163;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.449188, 3.59122
CE;16275;CE HAUTS DE FRANCE;59004;MARLY CENTRE/59004;113 AVENUE HENRI BARBUSSE;MARLY;59770;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.351072, 3.541304
CE;16275;CE HAUTS DE FRANCE;59059;ONNAING/59059;226 RUE JEAN JAURES;ONNAING;59264;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.385652, 3.59702
CE;16275;CE HAUTS DE FRANCE;59009;DOUCHY LES MINES/59009;PLACE PAUL ELUARDCENTRE COMMERCIAL;DOUCHY-LES-MINES;59282;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.300241, 3.390339
CE;16275;CE HAUTS DE FRANCE;59041;LA SENTINELLE/59041;63 RUE ROGERUE SALENGRO;LA SENTINELLE;59174;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.351722, 3.482744
CE;16275;CE HAUTS DE FRANCE;59030;ANZIN/59030;1 PLACE ROGERUE SALENGRO;ANZIN;59410;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.371098, 3.5028
CE;16275;CE HAUTS DE FRANCE;59087;LOUVROIL/59087;85 ROUTE D AVESNES;LOUVROIL;59720;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.263669, 3.962119
CE;16275;CE HAUTS DE FRANCE;59056;MARCHIENNES/59056;12 PLACE DU GENERAL DE GAULLE;MARCHIENNES;59870;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.407204, 3.279444
CE;16275;CE HAUTS DE FRANCE;59051;ORCHIES/59051;22 PLACE DU GENERAL DE GAULLE;ORCHIES;59310;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.473908, 3.241855
CE;16275;CE HAUTS DE FRANCE;59072;FOURMIES/59072;30 RUE SAINT LOUIS;FOURMIES;59610;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.015748, 4.044567
CE;16275;CE HAUTS DE FRANCE;62415;BOULOGNE SAINT NICOLAS/62415;9 RUE SAINT NICOLAS;BOULOGNE-SUR-MER;62200;Interne;Mar au Ven {09:15-18:00} Sam {09:15-12:30};DRM;Disponible;50.722792, 1.607475
CE;16275;CE HAUTS DE FRANCE;62411;BOULOGNE SAINT PATRICK/62411;171B RUE DU CHEMIN VERT;BOULOGNE-SUR-MER;62200;SAS;TLJ {06:00-23:00};GDV;Disponible;50.735529, 1.608766
CE;16275;CE HAUTS DE FRANCE;62411;BOULOGNE SAINT PATRICK/62411;171B RUE DU CHEMIN VERT;BOULOGNE-SUR-MER;62200;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;50.735529, 1.608766
CE;16275;CE HAUTS DE FRANCE;62460;MONTREUIL SUR MER/62460;10 PLACE DU GENERAL DE GAULLE;MONTREUIL;62170;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.460737, 1.759615
CE;16275;CE HAUTS DE FRANCE;62470;ETAPLES/62470;2 PLACE DU GENERAL DE GAULLE;ETAPLES;62630;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};GDV;Disponible;50.514094, 1.638001
CE;16275;CE HAUTS DE FRANCE;62704;LENS BLUM/62704;124B RUE LEON BLUM;LENS;62300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;50.439242, 2.796322
CE;16275;CE HAUTS DE FRANCE;62720;ANGRES/62720;32 RUE ROGERUE SALENGRO;ANGRES;62143;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;50.411831, 2.759839
